product_id,purchase_date,purchase_time,country_code,price_per_unit,units_sold,currency
347,3/13/21,22:05:57,CA,715.04,33,CAD
357,9/8/20,3:08:34,CA,106.98,8,CAD
343,11/30/23,17:43:57,CA,454.95,87,CAD
328,4/7/21,13:02:24,CA,951.94,53,CAD
334,2/15/21,2:32:09,CA,699.85,67,CAD
331,7/29/20,1:27:47,CA,314.95,11,CAD
339,6/29/22,11:07:34,CA,633.03,46,CAD
357,6/26/24,18:36:12,CA,379.31,40,CAD
354,1/16/22,14:44:16,CA,849.36,33,CAD
326,6/12/21,15:11:08,CA,729.78,93,CAD
355,1/3/24,19:02:21,CA,933.75,93,CAD
344,12/21/22,3:12:33,CA,317.99,69,CAD
341,9/24/23,21:12:37,CA,511.96,65,CAD
356,7/7/21,21:14:14,CA,429.17,8,CAD
351,6/9/23,23:27:13,CA,950.99,67,CAD
332,10/24/22,22:56:07,CA,872.13,49,CAD
355,10/28/22,23:34:49,CA,718.6,36,CAD
349,9/9/22,6:36:27,CA,246.91,56,CAD
340,5/31/23,1:14:51,CA,900.81,12,CAD
329,7/20/22,4:51:38,CA,673.66,87,CAD
324,6/25/24,15:23:25,CA,77.72,22,CAD
336,6/24/22,19:02:58,CA,699.38,58,CAD
336,7/1/23,12:05:09,CA,179.46,7,CAD
328,3/19/22,4:09:45,CA,449.55,90,CAD
355,8/30/23,0:21:41,CA,920.04,77,CAD
326,6/16/23,2:49:51,CA,849.24,44,CAD
343,4/29/23,14:18:20,CA,472.46,93,CAD
354,1/22/23,11:32:03,CA,801.8,15,CAD
345,6/6/21,2:59:42,CA,831.05,12,CAD
323,9/27/23,9:32:52,CA,196.73,96,CAD
333,7/25/20,5:22:55,CA,528.14,85,CAD
344,2/29/24,0:41:04,CA,968.03,54,CAD
344,6/18/24,12:40:39,CA,532.4,89,CAD
338,8/26/21,16:33:37,CA,892.6,71,CAD
333,4/26/20,9:02:08,CA,991.87,39,CAD
327,10/13/22,8:49:53,CA,429.66,8,CAD
340,9/4/22,22:17:08,CA,751.41,81,CAD
354,3/25/20,13:46:38,CA,281.5,27,CAD
326,8/28/23,4:43:00,CA,857.67,64,CAD
329,12/29/20,20:44:46,CA,585.15,16,CAD
352,6/15/21,7:56:43,CA,525.1,8,CAD
357,8/10/22,2:59:05,CA,302.75,90,CAD
326,10/29/22,10:16:41,CA,209.19,17,CAD
345,10/30/23,6:29:28,CA,314.45,48,CAD
356,7/8/24,3:34:01,CA,736.57,79,CAD
325,9/4/23,8:16:06,CA,888,35,CAD
351,6/11/20,17:41:17,CA,161.12,82,CAD
343,10/1/22,15:56:27,CA,184.97,31,CAD
328,10/27/23,9:53:55,CA,882.23,76,CAD
350,1/1/22,8:08:27,CA,619.78,20,CAD
323,4/25/24,5:34:36,CA,954.65,93,CAD
333,5/5/20,7:15:25,CA,658.53,78,CAD
349,8/31/23,8:05:14,CA,541.5,75,CAD
348,3/1/21,10:47:03,CA,68.28,54,CAD
331,6/4/23,1:38:44,CA,54.35,62,CAD
345,2/8/24,1:37:50,CA,722.62,38,CAD
331,10/14/21,17:56:39,CA,981.99,30,CAD
352,1/14/21,22:05:50,CA,271.71,84,CAD
337,4/4/24,8:17:27,CA,540.43,59,CAD
333,5/14/23,14:38:56,CA,946.87,63,CAD
346,9/14/20,13:05:18,CA,451.84,70,CAD
347,11/9/23,6:51:41,CA,715.39,34,CAD
335,9/19/20,18:26:12,CA,623.9,54,CAD
335,5/27/21,16:44:59,CA,728.93,67,CAD
337,10/2/20,1:15:57,CA,624.46,83,CAD
346,1/13/24,2:45:10,CA,494.94,43,CAD
345,6/20/23,6:11:51,CA,280.57,10,CAD
345,7/27/23,17:46:22,CA,391.73,21,CAD
350,12/27/21,20:44:25,CA,374.98,25,CAD
346,11/16/20,2:20:19,CA,781.57,94,CAD
345,10/26/20,15:38:12,CA,983.47,24,CAD
347,12/27/23,7:40:45,CA,89.34,63,CAD
324,8/19/23,12:49:32,CA,561.82,13,CAD
339,12/12/22,6:18:56,CA,684.76,39,CAD
340,7/20/23,5:16:28,CA,35.31,75,CAD
349,1/26/20,18:39:45,CA,236.74,13,CAD
346,9/2/21,4:47:37,CA,213.37,57,CAD
328,4/20/21,19:31:11,CA,229.54,75,CAD
327,11/14/22,19:20:18,CA,959.98,39,CAD
344,6/1/22,15:50:38,CA,998.57,44,CAD
353,2/1/22,21:08:24,CA,84.62,8,CAD
344,12/28/20,7:19:05,CA,556.85,75,CAD
357,7/15/22,13:19:19,CA,224.34,83,CAD
333,7/28/20,2:37:05,CA,888.83,66,CAD
332,8/16/20,17:27:14,CA,192.56,57,CAD
344,11/13/20,3:44:35,CA,272.26,71,CAD
355,10/7/23,6:24:04,CA,697.88,65,CAD
328,3/19/22,18:56:39,CA,744.88,11,CAD
355,8/2/22,23:23:04,CA,524.22,84,CAD
340,1/28/20,7:45:39,CA,262.41,78,CAD
339,2/20/24,9:51:44,CA,556.2,93,CAD
335,1/4/20,4:38:28,CA,882,17,CAD
357,10/28/21,1:36:58,CA,187.89,86,CAD
350,1/28/22,1:56:13,CA,359.41,21,CAD
344,6/3/23,5:40:53,CA,344.44,26,CAD
326,4/7/20,9:26:42,CA,455.09,56,CAD
356,7/8/20,0:04:27,CA,82.49,16,CAD
334,8/5/23,3:45:09,CA,379.35,8,CAD
347,8/29/21,23:57:34,CA,663.8,66,CAD
326,9/4/21,22:58:17,CA,504.31,22,CAD
348,9/19/21,11:13:10,CA,473.35,33,CAD
327,10/11/22,7:22:26,CA,253.64,78,CAD
338,4/28/21,10:21:31,CA,855.13,94,CAD
332,9/8/23,19:09:57,CA,255.74,93,CAD
347,2/12/23,10:26:31,CA,449.12,85,CAD
340,11/28/23,14:45:39,CA,216.22,57,CAD
343,8/2/22,0:08:15,CA,121.16,70,CAD
324,1/8/23,23:31:34,CA,311.81,23,CAD
328,9/6/22,6:03:41,CA,607.42,37,CAD
348,3/3/21,12:54:56,CA,106.34,22,CAD
355,2/9/24,2:16:07,CA,374.41,90,CAD
329,1/31/20,21:19:20,CA,653.61,99,CAD
351,6/18/21,10:52:34,CA,819.27,36,CAD
354,6/26/23,11:40:00,CA,75.76,12,CAD
342,3/18/23,2:46:59,CA,701.03,11,CAD
324,4/7/24,23:25:41,CA,551.58,13,CAD
351,2/26/24,0:06:17,CA,641.18,24,CAD
330,11/28/23,9:21:29,CA,89.98,60,CAD
341,6/30/23,16:29:42,CA,603.97,70,CAD
338,4/30/23,3:02:24,CA,413.55,92,CAD
351,12/24/22,7:15:51,CA,859.69,71,CAD
346,5/25/20,14:53:25,CA,440.83,88,CAD
354,8/20/21,16:50:49,CA,420.88,26,CAD
346,5/27/21,3:42:17,CA,730.77,65,CAD
351,7/19/23,21:30:07,CA,809.32,85,CAD
335,9/25/22,0:51:50,CA,894.04,88,CAD
324,8/13/21,16:48:33,CA,745.72,82,CAD
355,12/1/20,21:26:26,CA,648.13,36,CAD
336,5/17/23,4:18:23,CA,67.94,95,CAD
349,11/9/23,17:54:15,CA,609.43,77,CAD
325,4/27/23,15:23:22,CA,48.22,38,CAD
348,2/28/23,23:37:44,CA,237.02,51,CAD
338,8/9/20,17:53:28,CA,519.42,81,CAD
342,12/17/21,8:22:52,CA,354.95,43,CAD
332,11/9/23,14:13:27,CA,799.95,14,CAD
331,10/18/20,9:29:51,CA,804.2,32,CAD
342,5/30/24,8:02:09,CA,663.55,56,CAD
327,9/19/21,12:30:25,CA,385.57,81,CAD
334,1/25/24,2:37:59,CA,231.07,22,CAD
351,3/12/20,18:29:05,CA,799.49,84,CAD
336,5/25/24,4:01:03,CA,663.16,40,CAD
350,10/13/23,19:25:43,CA,500.71,22,CAD
354,12/9/22,5:25:05,CA,134.8,39,CAD
352,2/7/20,18:08:21,CA,706.83,7,CAD
323,8/12/22,8:22:06,CA,887.41,83,CAD
357,1/6/21,4:58:18,CA,39.98,64,CAD
337,10/7/23,4:02:00,CA,551.94,66,CAD
334,2/3/20,9:02:04,CA,9.09,74,CAD
335,6/16/20,14:21:23,CA,565.35,89,CAD
327,12/16/23,6:28:11,CA,889.09,88,CAD
351,1/24/24,12:23:13,CA,765.43,73,CAD
353,10/10/22,13:25:18,CA,862.53,10,CAD
343,5/30/20,19:57:32,CA,680.78,60,CAD
339,9/27/21,7:45:44,CA,410.85,22,CAD
340,5/4/20,18:53:49,CA,452.34,6,CAD
346,8/23/22,16:45:36,CA,999.21,60,CAD
323,2/21/24,20:09:05,CA,600.2,60,CAD
357,7/10/24,8:30:59,CA,288.76,41,CAD
357,4/19/20,4:01:17,CA,562,36,CAD
335,6/15/23,13:04:01,CA,881.89,26,CAD
335,7/19/20,11:49:47,CA,870.67,62,CAD
334,5/24/23,16:25:22,CA,432.68,42,CAD
344,12/21/23,0:24:59,CA,316.15,10,CAD
342,6/19/22,11:53:49,CA,428.99,21,CAD
340,1/14/24,9:30:15,CA,278.04,20,CAD
351,8/4/21,19:51:33,CA,941.51,48,CAD
343,12/26/21,22:54:00,CA,413.24,10,CAD
334,8/26/21,1:34:03,CA,401.49,1,CAD
323,8/27/22,2:59:08,CA,258.39,23,CAD
336,4/13/21,20:01:29,CA,152.32,98,CAD
336,12/5/21,23:40:05,CA,629.72,96,CAD
329,6/6/22,19:39:55,CA,436.08,31,CAD
355,6/17/23,19:13:28,CA,429.19,21,CAD
336,4/24/24,19:45:15,CA,183.76,70,CAD
348,2/2/21,3:27:04,CA,668.19,48,CAD
343,7/12/20,16:59:49,CA,135.23,4,CAD
331,8/20/21,3:39:53,CA,860.21,9,CAD
334,1/6/22,7:15:35,CA,522.72,43,CAD
342,3/12/22,11:12:52,CA,812.05,66,CAD
354,12/19/22,22:40:35,CA,962.38,72,CAD
337,3/8/21,12:08:30,CA,390.69,44,CAD
337,9/14/21,8:58:58,CA,160.75,38,CAD
338,3/29/24,10:25:15,CA,163.6,20,CAD
335,4/19/21,12:41:22,CA,593.39,50,CAD
342,12/22/22,7:47:52,CA,89.98,73,CAD
333,2/7/20,19:45:41,CA,838.26,68,CAD
344,7/6/22,22:49:13,CA,404.25,68,CAD
351,6/28/22,23:20:11,CA,691.37,51,CAD
330,9/21/23,4:08:31,CA,629.82,30,CAD
352,1/17/22,21:42:49,CA,635.72,26,CAD
348,9/3/20,14:19:04,CA,957.98,26,CAD
351,2/18/20,18:13:05,CA,204.63,47,CAD
323,3/30/20,4:15:43,CA,183.75,16,CAD
340,8/10/23,20:33:03,CA,267.66,41,CAD
344,9/14/20,4:08:01,CA,339.63,98,CAD
347,12/5/21,3:31:29,CA,480.89,96,CAD
325,4/29/24,2:56:24,CA,269.26,65,CAD
343,4/12/22,14:23:44,CA,325.08,99,CAD
325,7/26/23,15:49:35,CA,9.86,14,CAD
334,3/10/21,17:11:18,CA,361.43,80,CAD
328,4/29/24,23:37:48,CA,661.06,41,CAD
329,9/4/22,4:29:47,CA,930.36,14,CAD
351,6/13/20,18:53:47,CA,896.76,58,CAD
342,6/15/22,11:11:55,CA,323.46,30,CAD
330,3/20/21,13:59:40,CA,203.57,92,CAD
339,11/7/21,9:21:57,CA,266.2,86,CAD
340,10/22/23,6:46:48,CA,802.9,9,CAD
357,2/19/24,14:02:14,CA,74.34,96,CAD
332,8/19/23,16:28:25,CA,219.28,47,CAD
333,9/9/23,15:16:22,CA,756.29,4,CAD
332,6/9/20,12:54:59,CA,617.27,47,CAD
334,12/28/23,4:18:18,CA,866.69,91,CAD
350,10/2/20,4:42:46,CA,568.06,68,CAD
329,3/15/23,16:27:36,CA,657.9,4,CAD
356,8/4/22,5:41:30,CA,699.58,26,CAD
325,6/14/22,15:13:11,CA,98.05,92,CAD
341,2/21/24,21:05:30,CA,58.19,77,CAD
327,4/29/21,7:48:45,CA,571.49,66,CAD
337,8/19/22,15:50:24,CA,812.91,97,CAD
357,7/13/23,6:26:17,CA,9.69,15,CAD
355,3/28/23,11:29:56,CA,882.82,62,CAD
336,3/14/23,6:44:21,CA,973.5,16,CAD
351,8/1/23,20:35:56,CA,476.4,8,CAD
353,7/10/23,9:23:19,CA,470.8,84,CAD
333,4/13/21,0:48:39,CA,678.91,63,CAD
333,3/23/22,6:56:52,CA,511.4,33,CAD
333,1/1/22,16:50:21,CA,933.41,82,CAD
326,10/9/20,13:13:00,CA,130.83,78,CAD
348,6/5/23,23:11:55,CA,851.18,79,CAD
326,4/29/23,22:46:11,CA,80.25,64,CAD
348,1/2/20,3:19:07,CA,548.88,75,CAD
323,8/31/22,2:52:53,CA,356.81,88,CAD
352,6/28/24,5:56:05,CA,198.16,20,CAD
355,3/19/20,11:38:14,CA,835.78,98,CAD
330,7/15/23,13:46:18,CA,432.3,89,CAD
357,3/25/22,3:21:49,CA,947.17,15,CAD
352,10/29/23,23:00:22,CA,87.96,14,CAD
331,5/23/20,5:21:18,CA,407.47,82,CAD
328,1/15/21,9:26:39,CA,348.89,65,CAD
347,6/11/22,15:48:00,CA,190.84,5,CAD
339,9/26/20,17:07:00,CA,353.89,93,CAD
339,7/14/24,10:01:11,CA,836.71,76,CAD
334,9/25/20,18:23:10,CA,252.48,73,CAD
351,4/8/23,16:01:21,CA,283.28,2,CAD
339,2/13/20,22:52:28,CA,866.32,9,CAD
350,5/5/23,6:39:10,CA,77.94,64,CAD
356,9/8/23,3:12:23,CA,552.94,65,CAD
341,10/3/21,20:25:06,CA,793.7,40,CAD
349,1/26/22,1:01:46,CA,80.92,44,CAD
334,1/31/21,16:16:36,CA,386.56,36,CAD
347,12/31/20,13:55:03,CA,287.87,20,CAD
348,6/4/23,1:08:00,CA,456.94,75,CAD
331,3/9/21,18:58:58,CA,996.82,63,CAD
356,10/27/20,6:55:15,CA,785.05,25,CAD
347,7/5/24,17:46:44,CA,154.86,62,CAD
345,2/1/21,2:20:06,CA,689.78,96,CAD
355,6/14/22,6:31:02,CA,139.82,59,CAD
344,11/9/22,6:01:39,CA,306.17,19,CAD
345,7/4/22,0:06:40,CA,493,50,CAD
343,6/4/24,22:52:33,CA,250.73,1,CAD
342,11/10/23,12:03:30,CA,462.82,79,CAD
354,5/14/24,0:14:47,CA,439.4,93,CAD
339,3/20/22,1:09:12,CA,391.16,2,CAD
328,6/28/24,19:10:41,CA,187.01,72,CAD
324,12/31/21,20:43:48,CA,973.1,93,CAD
340,10/4/23,6:26:40,CA,576.11,96,CAD
355,4/16/22,11:08:52,CA,573.24,87,CAD
335,7/2/20,19:16:36,CA,486.76,19,CAD
336,7/8/21,0:24:02,CA,620.49,15,CAD
351,9/28/20,18:54:53,CA,994.62,73,CAD
324,10/11/23,19:55:26,CA,455.05,95,CAD
331,8/21/21,7:02:29,CA,594.52,93,CAD
351,9/24/22,4:39:32,CA,967.9,76,CAD
350,7/26/21,14:40:34,CA,996.18,54,CAD
331,2/9/23,5:52:41,CA,665.78,10,CAD
350,4/2/23,8:42:20,CA,721.73,67,CAD
341,3/24/21,16:57:03,CA,195.32,52,CAD
350,11/26/20,5:48:57,CA,805.35,9,CAD
346,1/31/21,7:59:40,CA,702.51,23,CAD
349,5/6/20,10:28:02,CA,126.87,44,CAD
333,11/9/22,3:05:26,CA,412.97,94,CAD
355,12/11/20,18:16:41,CA,481.31,82,CAD
346,3/1/24,23:21:47,CA,463.56,70,CAD
325,4/27/24,20:00:04,CA,918.17,9,CAD
345,3/2/21,6:37:10,CA,130.65,3,CAD
347,12/13/21,15:02:11,CA,474.3,95,CAD
331,3/21/22,3:31:41,CA,933.93,35,CAD
349,3/8/21,9:48:27,CA,81.76,32,CAD
353,1/12/21,20:01:42,CA,108.44,95,CAD
327,11/22/22,5:46:25,CA,274,78,CAD
338,6/11/23,12:19:40,CA,321.86,6,CAD
356,4/14/20,3:07:47,CA,583.06,98,CAD
325,12/1/22,13:30:54,CA,865.22,51,CAD
352,3/7/20,20:17:06,CA,626.07,59,CAD
334,3/7/20,22:56:08,CA,279.55,13,CAD
332,5/11/20,21:21:48,CA,349.53,21,CAD
328,3/10/21,1:54:04,CA,101.33,26,CAD
350,2/3/24,12:43:30,CA,654.34,82,CAD
324,2/1/23,10:26:05,CA,503.93,17,CAD
324,6/26/20,23:45:29,CA,139.07,93,CAD
331,7/12/21,13:58:27,CA,480.61,67,CAD
346,11/9/21,5:08:01,CA,383.02,49,CAD
325,5/9/22,8:37:46,CA,914.95,27,CAD
343,6/27/24,11:38:18,CA,507.41,61,CAD
339,12/22/21,4:36:46,CA,544.05,41,CAD
336,3/31/22,5:58:26,CA,468.18,38,CAD
341,2/2/24,13:45:12,CA,372.17,90,CAD
346,1/25/21,0:54:11,CA,87.32,49,CAD
352,7/1/21,22:54:55,CA,187.66,95,CAD
339,4/14/24,7:01:09,CA,386.25,88,CAD
351,9/28/22,23:02:50,CA,872.8,40,CAD
348,9/26/23,5:44:33,CA,613.6,75,CAD
323,5/19/24,19:25:00,CA,105.66,71,CAD
347,6/26/21,22:46:31,CA,973.53,13,CAD
332,12/22/22,12:31:40,CA,305.77,86,CAD
335,2/22/21,3:52:20,CA,860.03,4,CAD
343,8/4/22,19:05:20,CA,563.78,33,CAD
350,5/31/22,12:09:06,CA,288.26,59,CAD
326,7/14/20,5:41:28,CA,476.07,3,CAD
325,2/6/22,17:49:48,CA,754.91,2,CAD
334,5/7/21,11:09:35,CA,534.27,27,CAD
336,3/25/24,19:46:27,CA,482.71,79,CAD
351,8/29/23,5:40:09,CA,813.35,29,CAD
355,7/30/20,16:25:38,CA,834.04,86,CAD
328,6/24/23,12:44:45,CA,397.97,81,CAD
331,3/27/22,11:25:46,CA,721.77,13,CAD
352,3/2/21,0:20:50,CA,329.15,1,CAD
357,5/6/24,16:11:53,CA,330.14,31,CAD
357,9/3/21,8:16:24,CA,195.53,78,CAD
346,1/7/22,7:52:05,CA,324.11,36,CAD
342,6/9/24,13:24:30,CA,433.03,81,CAD
357,10/9/20,22:08:41,CA,99.08,1,CAD
355,10/16/23,9:22:40,CA,572.46,26,CAD
336,5/28/21,10:57:42,CA,881.6,41,CAD
348,10/1/21,0:48:28,CA,547.16,72,CAD
355,10/9/23,4:06:27,CA,344.32,88,CAD
348,4/2/23,5:27:05,CA,68.93,1,CAD
342,1/21/23,9:33:47,CA,896.31,19,CAD
353,1/21/22,8:17:57,CA,367.3,2,CAD
355,12/21/23,2:49:35,CA,433.16,36,CAD
323,4/14/24,3:02:52,CA,671.62,60,CAD
331,9/16/21,20:54:12,CA,833.83,57,CAD
354,6/3/23,0:13:30,CA,405.38,37,CAD
325,6/8/20,17:14:57,CA,528.96,80,CAD
332,6/7/22,18:53:37,CA,71.07,64,CAD
325,12/6/22,9:33:04,CA,445.52,88,CAD
340,6/10/24,12:53:51,CA,534.43,89,CAD
335,12/5/20,1:40:33,CA,211.8,51,CAD
328,4/26/20,5:23:05,CA,663.28,31,CAD
332,4/1/24,6:15:33,CA,575.62,32,CAD
352,10/13/22,4:54:30,CA,942.47,53,CAD
344,6/20/20,6:05:10,CA,237.89,7,CAD
353,8/23/23,7:02:58,CA,199.08,89,CAD
339,2/7/20,14:00:52,CA,944.32,36,CAD
348,5/9/24,0:07:13,CA,515.01,30,CAD
347,4/12/21,19:55:29,CA,621.47,43,CAD
338,8/8/23,8:34:23,CA,332.67,35,CAD
335,1/13/23,13:19:25,CA,172.6,19,CAD
351,9/5/20,17:39:42,CA,946.05,22,CAD
346,10/7/23,6:35:41,CA,238.03,28,CAD
340,5/1/22,20:10:42,CA,542.91,37,CAD
351,11/18/21,5:24:49,CA,733.02,85,CAD
323,12/10/22,5:14:28,CA,581.23,61,CAD
328,6/11/21,13:13:17,CA,521.57,72,CAD
328,6/13/21,18:08:26,CA,301.85,81,CAD
339,1/14/23,11:57:37,CA,365.95,13,CAD
347,11/19/23,14:35:19,CA,685.46,54,CAD
325,4/18/20,16:01:40,CA,842.13,2,CAD
342,2/17/24,21:55:17,CA,328.79,33,CAD
333,8/11/21,2:19:22,CA,289.83,7,CAD
349,3/19/24,1:19:39,CA,187.25,47,CAD
334,1/29/23,2:20:00,CA,740.23,80,CAD
347,12/23/22,11:33:18,CA,895.56,6,CAD
347,12/4/21,1:24:33,CA,304.88,81,CAD
326,1/7/21,9:18:50,CA,574.55,69,CAD
332,9/17/23,10:54:38,CA,515.6,3,CAD
351,2/7/24,2:54:26,CA,599.13,90,CAD
335,11/22/22,10:38:04,CA,257.88,21,CAD
329,3/20/22,16:44:59,CA,689.47,43,CAD
353,10/10/21,15:08:48,CA,185.9,44,CAD
337,5/18/24,9:25:46,CA,192.08,28,CAD
350,6/13/21,13:13:48,CA,471.83,4,CAD
345,1/22/20,3:28:56,CA,735.56,74,CAD
346,6/11/24,4:31:51,CA,667.46,18,CAD
352,8/29/22,8:58:23,CA,187.49,58,CAD
339,12/5/21,10:28:49,CA,27.93,3,CAD
329,2/25/20,18:40:16,CA,861.51,89,CAD
340,3/19/22,3:23:29,CA,131.77,90,CAD
356,7/4/22,13:27:18,CA,138.53,91,CAD
352,1/9/24,2:44:30,CA,843.16,23,CAD
335,4/13/23,8:27:12,CA,834.41,95,CAD
327,8/28/23,5:15:49,CA,439.96,99,CAD
333,7/13/24,21:33:07,CA,871.98,60,CAD
347,3/19/24,8:12:04,CA,960.91,19,CAD
348,4/16/23,5:01:50,CA,846.32,57,CAD
332,3/9/22,8:42:45,CA,376.58,77,CAD
348,12/23/21,3:25:36,CA,835.26,51,CAD
348,12/27/22,3:08:08,CA,294.96,69,CAD
348,7/9/24,20:29:05,CA,584.66,97,CAD
350,3/13/21,16:29:31,CA,669.08,74,CAD
330,1/24/23,20:26:04,CA,449.51,52,CAD
351,12/13/23,22:28:52,CA,442.27,87,CAD
344,9/10/23,14:13:54,CA,680.27,97,CAD
336,12/10/23,23:33:46,CA,884.34,71,CAD
349,2/29/24,17:38:47,CA,340.16,30,CAD
331,1/29/21,6:50:39,CA,216.66,53,CAD
345,8/25/21,23:28:31,CA,851.07,92,CAD
350,11/20/22,17:26:47,CA,508.82,69,CAD
355,7/1/22,18:39:29,CA,134.13,98,CAD
342,4/30/20,5:12:34,CA,683.05,39,CAD
325,11/24/21,14:37:10,CA,563.67,72,CAD
335,2/12/24,3:36:13,CA,496.38,90,CAD
346,1/10/21,8:31:26,CA,821.47,42,CAD
356,2/11/22,12:23:38,CA,788.04,3,CAD
353,2/9/20,7:19:24,CA,722.55,51,CAD
337,6/27/22,0:47:31,CA,614.62,97,CAD
351,12/25/20,22:00:07,CA,642.28,71,CAD
349,10/17/21,23:12:51,CA,123.68,47,CAD
333,7/11/23,14:23:40,CA,458.88,64,CAD
350,8/29/23,13:49:34,CA,827.61,9,CAD
355,6/25/24,15:41:52,CA,875.52,19,CAD
334,11/13/21,23:14:05,CA,989.27,93,CAD
348,7/2/20,2:53:45,CA,780.63,68,CAD
334,1/3/20,6:50:12,CA,705.42,51,CAD
342,1/9/24,0:52:06,CA,503.08,64,CAD
330,3/21/21,20:37:03,CA,452.35,97,CAD
329,7/31/20,3:50:06,CA,236.88,90,CAD
333,3/21/21,10:34:57,CA,632.7,71,CAD
330,12/28/22,1:57:54,CA,894.63,88,CAD
340,4/25/21,13:49:06,CA,42.51,19,CAD
324,6/8/22,14:45:26,CA,624.21,33,CAD
354,9/3/22,3:04:22,CA,582.89,43,CAD
332,6/19/22,7:27:58,CA,735.6,19,CAD
323,8/13/23,15:42:17,CA,677.61,27,CAD
340,8/1/21,7:42:32,CA,676.75,8,CAD
337,12/15/23,15:44:55,CA,524.25,1,CAD
356,12/11/23,11:30:22,CA,840.8,59,CAD
351,12/5/22,21:31:18,CA,121.97,83,CAD
357,7/13/24,1:54:15,CA,377.43,25,CAD
337,11/2/21,11:57:14,CA,308.05,83,CAD
342,3/27/24,21:37:09,CA,582.33,33,CAD
346,3/4/20,22:02:10,CA,841.43,16,CAD
345,5/7/21,8:56:18,CA,215.15,53,CAD
345,6/17/24,3:29:24,CA,841.4,22,CAD
332,8/30/23,18:49:10,CA,640.35,76,CAD
330,5/21/24,20:33:31,CA,971.36,89,CAD
344,12/2/20,12:01:48,CA,96.81,3,CAD
347,12/17/22,13:45:00,CA,515.87,50,CAD
356,6/23/22,7:21:24,CA,443.23,50,CAD
336,7/16/21,23:22:38,CA,491.16,17,CAD
341,10/7/21,0:27:50,CA,838.68,67,CAD
346,2/15/22,18:59:19,CA,625.2,23,CAD
328,7/19/22,10:02:21,CA,452.77,16,CAD
343,11/27/23,13:18:11,CA,359,61,CAD
348,11/25/22,23:00:46,CA,517,49,CAD
340,9/11/20,13:12:03,CA,593.85,50,CAD
336,3/13/22,5:50:46,CA,77.88,77,CAD
347,9/7/21,19:40:11,CA,754.55,4,CAD
344,6/13/23,20:40:33,CA,722.68,41,CAD
329,1/31/24,11:49:09,CA,302.52,30,CAD
355,4/8/22,13:16:07,CA,36.29,85,CAD
342,10/6/23,10:08:24,CA,871.61,79,CAD
344,1/19/20,13:21:32,CA,178.74,47,CAD
333,2/23/20,10:28:35,CA,986.4,36,CAD
342,5/8/21,16:23:35,CA,750.57,29,CAD
344,8/17/23,16:47:42,CA,270.56,3,CAD
332,11/12/22,20:41:05,CA,616.83,67,CAD
327,10/26/22,7:34:29,CA,748.49,60,CAD
348,6/2/23,0:12:59,CA,571.67,92,CAD
352,2/11/24,23:33:06,CA,883.06,43,CAD
345,5/15/20,19:20:57,CA,679.73,90,CAD
356,12/6/21,11:31:41,CA,280.87,33,CAD
344,8/22/23,23:25:13,CA,38.38,87,CAD
334,4/30/24,6:13:34,CA,796.81,83,CAD
326,8/8/22,1:06:01,CA,482.12,95,CAD
345,6/19/24,23:38:17,CA,38.26,78,CAD
326,10/1/20,11:26:27,CA,283.07,74,CAD
349,2/3/22,7:41:11,CA,148.86,70,CAD
342,2/21/20,5:03:12,CA,428.76,77,CAD
328,8/23/22,10:44:31,CA,410.35,1,CAD
357,9/15/23,3:59:13,CA,928.69,38,CAD
339,11/22/21,9:48:48,CA,709,51,CAD
332,6/20/24,9:58:53,CA,529.82,68,CAD
347,12/24/23,9:55:26,CA,811.09,80,CAD
349,12/14/22,8:06:19,CA,915.04,59,CAD
332,1/21/24,6:43:09,CA,581.94,24,CAD
335,11/20/22,17:27:57,CA,137.8,95,CAD
328,7/27/21,1:29:36,CA,601.43,25,CAD
324,7/15/21,13:16:34,CA,18.66,42,CAD
340,6/6/24,17:15:44,CA,162.49,9,CAD
356,5/10/24,19:02:18,CA,889.87,38,CAD
343,4/13/21,9:20:02,CA,749.63,86,CAD
330,11/5/20,14:39:25,CA,604.66,82,CAD
335,4/27/21,1:49:17,CA,394.58,60,CAD
323,1/24/21,16:57:07,CA,982.67,50,CAD
333,4/14/21,5:54:49,CA,107.43,47,CAD
349,8/27/21,19:25:19,CA,858.63,29,CAD
327,10/19/21,16:20:48,CA,233.66,74,CAD
329,8/9/20,1:18:17,CA,804.29,35,CAD
344,10/14/21,17:32:02,CA,932.98,70,CAD
356,5/22/20,6:43:40,CA,640.26,47,CAD
339,8/16/23,23:25:23,CA,853.17,13,CAD
344,12/27/20,7:52:14,CA,583.52,19,CAD
350,2/17/21,17:18:46,CA,954.87,3,CAD
332,2/29/24,13:05:07,CA,207.4,28,CAD
348,2/25/23,3:43:42,CA,237.41,97,CAD
349,3/16/21,12:30:41,CA,986.42,77,CAD
326,1/8/20,5:41:08,CA,384.32,31,CAD
324,7/21/22,6:48:50,CA,855.3,44,CAD
338,2/27/20,9:16:35,CA,243.03,60,CAD
351,4/28/23,15:25:27,CA,462.2,31,CAD
336,8/1/22,19:45:28,CA,257.23,97,CAD
349,12/16/22,20:54:23,CA,75.02,63,CAD
351,5/27/21,13:17:43,CA,543.28,71,CAD
337,9/8/22,11:01:21,CA,855.47,76,CAD
338,11/23/21,19:35:48,CA,339.27,68,CAD
340,12/15/20,19:30:09,CA,416.4,4,CAD
